rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
Reporter,Universidad Católica San Pablo,10049,33.0,1,53,,,,,,,"Quinta Vivanco s/n Urb, Campina Paisajista, Arequipa, 04001, Peru",,,,,
Reporter,Caucasus International University,4644,12.0,44,54,,,,,,,"Chargali Str. 73, Tbilisi, 0141, Georgia",,,,,
Reporter,CBS International Business School,1564,37.2,33,49,,,,,,,"Hardefuststrasse 1, Cologne, North Rhine Westphalia, 50677, Germany",,,,,
Reporter,Cebu Technological University,45431,39.6,0,59,,,,,,,"M.J. Cuenco Ave, Cor R. Palma Street, Cebu, 6000, Philippines",,,,,
Reporter,CECOS University of IT and Emerging Sciences,2517,16.0,0,8,,,,,,,"F-5, Phase-6, Hayatabad, Peshawar, Khyber Pakhtunkhwa Province, Pakistan",,,,,
Reporter,University of Celaya,1846,11.0,5,51,,,,,,,"Km. 269 Col, Rancho Pinto, Celaya, Guanajuato, 38080, Mexico",,,,,
Reporter,University Center Ali Kafi Tindouf,1115,16.6,4,54,,,,,,,"P.O. Box: 37000, Al Mustaqbal district, Tindouf, Algeria",,,,,
Reporter,University Center of Illizi,1203,44.6,0,40,,,,,,,"Airport Road, Illizi, 33000, Algeria",,,,,
Reporter,University Center Morsli Abdellah of Tipaza,17414,36.3,0,62,,,,,,,"Oued Merzoug, Tipaza, Algeria",,,,,
Reporter,University Center of Barika,4321,25.9,0,55,,,,,,,"Amdoukal Road, Barika, Batna, 05001, Algeria",,,,,
Reporter,Central European University,1236,7.4,97,54,,,,,,,"Quellenstrasse 51, Wien, 1100, Austria",,,,,
Reporter,Central Luzon State University,10998,22.3,0,62,,,,,,,"Science City of Muñoz 3120, Nueva Ecija, Philippines",,,,,
Reporter,University of Central Punjab,15664,25.6,0,37,,,,,,,"1 Khayaban-e-Jinnah Road, Johar Town, Lahore, Punjab, Pakistan",,,,,
Reporter,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),131,6.2,15,62,,,,,,,"Josefa Ortiz de Dominguez 109, North corner of 1ro de Mayo, Toluca, State of Mexico, 50090, Mexico",,,,,
Reporter,Centro Universitário Cesuca,4123,25.5,0,64,,,,,,,"Rua Silverio Manoel da Silva 160, Colinas, Cachoeirinha/RS, CEP, 94940-243, Brazil",,,,,
Reporter,Centurion University of Technology and Management,8684,16.4,4,28,,,,,,,"Ramchandrapur P.O. – Jatni, Bhubaneswar, Dist: Khurda, Odisha, 752050, India",,,,,
Reporter,Universidad César Vallejo,153939,70.6,2,55,,,,,,,"Av. Victor Larco 1770, Trujillo, Peru",,,,,
Reporter,CETYS Universidad,5424,10.2,15,45,,,,,,,"Calz. Cetys S/N, Rivera, Mexicali, Baja California, 21259, Mexico",,,,,
Reporter,Charisma University,816,4.2,86,52,,,,,,,"#44 Salt Mills Plaza, Grace Bay, Providenciales, TKCA 1ZZ, Turks and Caicos Islands",,,,,
Reporter,Chernihiv Polytechnic National University,5229,20.3,0,42,,,,,,,"95 Shevchenka Str., Chernihiv, 14027, Ukraine",,,,,
Reporter,Chettinad Academy of Research and Education,2687,8.9,2,60,,,,,,,"Rajiv Gandhi Salai, (OMR, Chennai), Kelambakkam, Kanchipuram Dist., 603 103, India",,,,,
Reporter,University of Chichester,4505,15.0,8,64,,,,,,,"College Lane, Chichester, West Sussex, PO19 6PE, United Kingdom",,,,,
Reporter,Chinhoyi University of Technology,11073,46.5,0,50,,,,,,,"Private Bag 7724, Chinhoyi, Mashonaland West Province, Zimbabwe",,,,,
Reporter,Chitkara University,14565,14.4,4,37,,,,,,,"Patiala National Highway NH-64, Chandigarh, Punjab, 140401, India",,,,,
Reporter,Universidad Científica del Sur,14638,10.8,1,67,,,,,,,"Calle Cantuarias 398 Miraflores, Panamericana Sur Km 19, Villa II, Peru",,,,,
Reporter,Cihan University – Erbil,4963,23.5,2,43,,,,,,,"100St. Nawruz, Erbil, Iraq",,,,,
Reporter,Cihan University Sulaimaniya,1328,10.5,7,54,,,,,,,"Opposite Family-mall, Behind Kurd-City & Saib-City, Sulaimanya, Kurdistan Region, 46001, Iraq",,,,,
Reporter,"City University of Science and Information Technology, Peshawar",4300,21.7,2,18,,,,,,,"Dalazak Rd, Phaka Ghulam, Peshawar, Khyber Pakhtunkhwa Province, Pakistan",,,,,
Reporter,Civil Aviation Academy,1840,17.5,2,24,,,,,,,"44 Zakarpatskaya str, Almaty, Almaty Region, 050039, Kazakhstan",,,,,
Reporter,,754,3.9,12,10,,,,,,,,,,,,
Reporter,Conservatoire for Dance and Drama,1005,11.8,36,70,,,,,,,"Tavistock House, Tavistock Square, London, WC1H 9JJ, United Kingdom",,,,,
Reporter,University of Constantine 3,16017,16.9,2,73,,,,,,,"Boite Postale 'B' 72, Mendjeli Nouvelle Ville, CONSTANTINE, 25000, Algeria",,,,,
Reporter,Courtauld Institute of Art,525,15.0,45,79,,,,,,,"Somerset House, London, Westminster, WC2R 0RN, United Kingdom",,,,,
Reporter,Cranfield University,3165,7.7,63,30,,,,,,,"College Road, Cranfield, Central Bedfordshire, MK43 0AL, United Kingdom",,,,,
Reporter,University for the Creative Arts,5605,18.1,40,65,,,,,,,"New Dover Road, Canterbury, Kent, CT1 3AN, United Kingdom",,,,,
Reporter,University of Cumbria,6010,17.7,11,70,,,,,,,"Fusehill Street, Carlisle, Cumbria, CA1 2HH, United Kingdom",,,,,
Reporter,University of Cyberjaya,1891,17.3,22,72,,,,,,,"Persiaran Bestari, Cyber 11, Cyberjaya, Selangor, 63000, Malaysia",,,,,
Reporter,Cyprus Health and Social Sciences University,2784,19.5,73,44,,,,,,,"Kutlu Adalı Bulvarı, Guzelyurt, 99700, Northern Cyprus",,,,,
Reporter,Daffodil International University (DIU),17236,22.0,5,37,,,,,,,"Daffodil Smart City (DSC), Birulia, Savar, Dhaka, 1216, Bangladesh",,,,,
Reporter,Daneshpajoohan Pishro Higher Education Institute,3193,43.7,0,72,,,,,,,"Daneshpajoohan Building Keshavarz Blvd, Mofateh Junction, Esfahan, Esfahan Province, Iran",,,,,
Reporter,Dawood University of Engineering and Technology,2378,11.5,0,18,,,,,,,"M.A Jinnah Road, Karachi, Sindh, 74800, Pakistan",,,,,
Reporter,Debre Tabor University,17122,13.8,0,37,,,,,,,"P.O.Box 272, Debre Tabor, Amhara, Ethiopia",,,,,
Reporter,Delta University for Science and Technology,8876,16.6,0,48,,,,,,,"International Coastal Rd Al Hafir WA Al Amal, Belkas, Dakahlia Governorate, Egypt",,,,,
Reporter,"Delta State University, Abraka",28031,34.7,0,57,,,,,,,"Abraka Campus, Abraka, Delta State, Nigeria",,,,,
Reporter,Denau Institute of Entrepreneurship and Pedagogy,5676,21.5,0,65,,,,,,,"Surkhandarya region Denau city, Sh. Rashidov street, Denov District, 360, Uzbekistan",,,,,
Reporter,Dhaka International University,8174,27.8,8,18,,,,,,,"House # 4 Road # 1, Block - F, Banani, Dhaka, 1213, Bangladesh",,,,,
Reporter,DHA Suffa University,2099,21.4,0,24,,,,,,,"Ph-VII، DG-78 Off Khayaban-e-Tufail, Ext، Phase 7 Ext Karachi, Karachi City, Sindh, 75500, Pakistan",,,,,
Reporter,Dhofar University,3085,17.4,7,55,,,,,,,"PO Box 2509, Salalah, Dhofar Governate, 211, Oman",,,,,
Reporter,Don Bosco University,3168,14.9,0,47,,,,,,,"Tapesia Gardens, Kamakuchi Village, Sonapur, Assam, 782 402, India",,,,,
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),722,12.4,1,62,,,,,,,"16 Tramvaina str, Kryvyi Rih, Dnipropetrovsk Oblast, 50005, Ukraine",,,,,
Reporter,Dovletmammet Azadi Turkmen National Institute of World Languages,4255,13.3,0,78,,,,,,,"Köçesiniň 47-nji jayy, Aba Annayew, Asgabat, Turkmenistan",,,,,
Reporter,"Dr D. Y. Patil Vidyapeeth, Pune",3787,7.2,0,58,,,,,,,"Sant Tukaram Nagar, Pimpri, Pune, Maharashtra, 411018, India",,,,,
Reporter,Dr. M.G.R. Educational and Research Institute,26210,15.0,0,30,,,,,,,"Periyar E.V.R. High Road, NH 4 Highway, Maduravoyal, Chennai, Tamil Nadu, 600095, India",,,,,
Reporter,D. Serikbayev East Kazakhstan Technical University,4994,14.4,3,29,,,,,,,"Serikbaev Street 19, Ust-Kamenogorsk, East Kazakhstan Region, 070004, Kazakhstan",,,,,
Reporter,University of Dubai,1147,21.0,24,29,,,,,,,"Academic City Emirates Road, Dubai, Emirate of Dubai, United Arab Emirates",,,,,
Reporter,University of Duhok,23989,12.8,1,56,,,,,,,"38 Zakho Street, 1006 AJ Duhok, Duhok, Kurdistan Region, P.O Box 78, Iraq",,,,,
Reporter,Dulaty University,10346,11.6,15,54,,,,,,,"Suleymenov, 7, Taraz City, Kazakhstan",,,,,
Reporter,EAE Business School,1667,7.2,48,47,,,,,,,"Carrer Arago, 55, Barcelona, 08015, Spain",,,,,
Reporter,EAN University,11929,22.0,1,55,,,,,,,"Calle 79 No. 11 - 45, Bogata, Distrito Capital, Colombia",,,,,
Reporter,University of Eastern Philippines,17337,42.4,0,59,,,,,,,"University Town, Catarman, Northern Samar, 6400, Philippines",,,,,
Reporter,École Nationale Polytechnique,1773,10.2,0,38,,,,,,,"10 Rue des Frères OUDEK, El Harrach, Algiers, 16200, Algeria",,,,,
Reporter,École Nationale Polytechnique d’Oran Maurice Audin,2004,12.8,0,32,,,,,,,"BP 1523 El M'naouer Es-Sénia, Oran, Oran Province, Algeria",,,,,
Reporter,École Nationale Supérieure Agronomique,1125,7.6,0,76,,,,,,,"Avenue Hassan Badi, El Harrach, Algiers Province, 16004, Algeria",,,,,
Reporter,"École Nationale Supérieure Agronomique, Algiers",350,11.7,0,74,,,,,,,"Hammam Al-Salihin Road, Khenchela, 40000, Algeria",,,,,
Reporter,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),1227,15.1,0,78,,,,,,,"University town, BP E66, Ali Mendjeli, 25100, Algeria",,,,,
Reporter,École Nationale Supérieure d’Informatique (ESI),1202,9.8,0,50,,,,,,,"Oued Smar, Algiers, 16309, Algeria",,,,,
Reporter,École Nationale Supérieure de Management Koléa,606,16.4,0,67,,,,,,,"Pole Universitaire de Kolea, Tipaza, Tipasa Province, Algeria",,,,,
Reporter,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),888,12.0,0,51,,,,,,,"BP19, Campus Universitaire, Dely Ibrahim, Alger, 16320, Algeria",,,,,
Reporter,École Nationale Supérieure Vétérinaire d’Alger,694,8.5,0,55,,,,,,,"Rue Issad Abbes, Oued Smar, Algiers, Algiers Province, Algeria",,,,,
Reporter,École National Polytechnique de Constantine,966,13.4,0,41,,,,,,,"BP 75, A, Nouvelle ville RP, Constantine Province, Eastern Algeria, Algeria",,,,,
Reporter,École Normale Supérieure de Béchar,307,6.5,0,10,,,,,,,"B.P. N° 601, Route de Kenadsa, Béchar, Algeria",,,,,
Reporter,École Normale Supérieure de Bouzaréah,5345,15.1,0,91,,,,,,,"93 Ali Ramly Street, Bouzareah, Algeria",,,,,
Reporter,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),3886,14.3,0,93,,,,,,,"Ville Universitaire, Ali Mendjeli, Constantine, 25000, Algeria",,,,,
Reporter,École Normale Supérieure de Kouba,3251,10.1,0,84,,,,,,,"B.P N92, Vieux-Kouba, Algiers Province, Algeria",,,,,
Reporter,École Normale Supérieure de Laghouat,2675,17.4,0,77,,,,,,,"P.O. Box 4033 El Mahatta Post, Rue El Shohada, Laghouat, 03000, Algeria",,,,,
Reporter,École Normale Supérieure d’Oran,626,10.6,,92,,,,,,,"N 24, Oran, Algeria",,,,,
Reporter,École Polytechnique d’Architecture et d’Urbanisme,1386,10.3,0,65,,,,,,,"Beaulieu, El-Harrach BPN° 177, Algiers, Algiers Province, 16200, Algeria",,,,,
Reporter,École Supérieure de Comptabilité et de Finances de Constantine,786,15.1,0,81,,,,,,,"Chemin forestier SMK, Constantine, 25000, Algeria",,,,,
Reporter,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,899,17.6,0,34,,,,,,,"BP 73, Post office EL WIAM, Sidi Bel Abbes, 22016, Algeria",,,,,
Reporter,École Supérieure en Sciences Appliquées de Tlemcen,801,8.8,0,45,,,,,,,"BP 154 RP Bel Horizon, Tlemcen, 13000, Algeria",,,,,
Reporter,École Supérieure en Sciences Biologiques d’Oran (ESSBO),493,14.1,0,83,,,,,,,"Saim Mohamed - BP 1042, Emir Abdelkader Town, Oran, Oran Province, 31000, Algeria",,,,,
Reporter,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),520,17.3,0,,,,,,,,"Route nationale n° 75, Amizour, Bejaia, 06300, Algeria",,,,,
Reporter,University of Economics – Varna,7899,36.4,4,60,,,,,,,"77, Knyaz Boris Blvd, Varna, Varna Region, 9002, Bulgaria",,,,,
Reporter,Edo State University Uzairue,3031,15.4,0,51,,,,,,,"Auchi-Abuja Road, Iyamho-Uzairue, Edo State, Km7, Nigeria",,,,,
Reporter,Edwin Clark University,775,9.9,0,60,,,,,,,"KM1, Edwin Clark University, Kiagbodo, Delta State, Nigeria",,,,,
Reporter,Effat University,1070,11.6,34,99,,,,,,,"8482 Qasr Khouzam, Al-Nazlah Al-Yamaniyah, Jeddah, Mecca, 22332, Saudi Arabia",,,,,
Reporter,Egerton University,26399,55.1,1,36,,,,,,,"Along Nakuru-Mau Narok Road Egerton Ar., P.O. Box 536, Njoro, Nakuru, 20115, Kenya",,,,,
Reporter,Egyptian Russian University,6152,13.0,2,40,,,,,,,"Cairo-Suez road, Badr City, 11829, Egypt",,,,,
Reporter,Elizade University,1458,9.6,0,45,,,,,,,"P.M.B. 002, Ilara-Mokin, Ondo State, Nigeria",,,,,
Reporter,University of El Oued,27370,33.3,0,57,,,,,,,"PO Box 789, El-Oued, Algeria",,,,,
Reporter,Emir Abdelkader University of Islamic Sciences,5538,19.6,0,73,,,,,,,"Kaddour Boumdous St. PO 137, Constantine, Algeria",,,,,
Reporter,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",2760,14.2,1,38,,,,,,,"Senagat köçesiniň 51-nji jaýy, Büzmeýin etraby, Aşgabat şäheriniň, 744000, Turkmenistan",,,,,
Reporter,Escola Superior de Enfermagem do Porto (ESEP),1600,9.4,0,85,,,,,,,"Rua Doutor Antonio, Bernardino de Almeida, Porto, 4200-072, Portugal",,,,,
Reporter,Escuela Superior Politécnica de Chimborazo,21744,21.4,0,50,,,,,,,"Panamericana Sur km 1 1/2, Riobamba, Chimborazo, Ecuador",,,,,
Reporter,ESIC University,6169,19.6,10,45,,,,,,,"Avenida de Valdenigrales s/n, Pozuelo de Alarcón, Madrid, 28223, Spain",,,,,
Reporter,Eskişehir Technical University,14836,21.6,2,41,,,,,,,"Gazipasa Mahallesi İki Eylul, Kampusu, Eskisehir, Eskisehir Province, Turkey",,,,,
Reporter,Universidade Estadual do Maranhão,18445,16.0,0,61,,,,,,,"Cidade Universitária Paulo VI, Sao Luis, 65055-970, Brazil",,,,,
Reporter,Universidade Estadual do Norte do Paraná (UENP),5443,7.5,0,59,,,,,,,"Av. Getúlio Vargas, 850, Jacarezinho, Paraná, 86400-000, Brazil",,,,,
Reporter,European University,1428,1.6,73,40,,,,,,,"76 Guramishvili Ave., Tbilisi, Caucasus Region, 0141, Georgia",,,,,
Reporter,European University of Armenia,2027,8.4,7,46,,,,,,,"10 Davit Anhaght Street, Yerevan, Ararat Province, 0037, Armenia",,,,,
Reporter,European University Cyprus,5978,19.5,54,58,,,,,,,"6, Diogenis Str. 2404 Engomi, P.O. Box: 22006, Nicosia, 1516, Cyprus",,,,,
Reporter,European University of Tunis,358,3.9,15,48,,,,,,,"16 Rue Platon Zone d'activité Khaireddine, Les Berges du Lac III, Tunis, 2015, Tunisia",,,,,
Reporter,"Evangel University, Akaeze",1123,7.7,0,57,,,,,,,"Km 48, Enugu-Abakaliki Expres, Okpoto, Ishielu L.G.A, Ebonyi State, 491104, Nigeria",,,,,
Reporter,Falmouth University,4660,16.6,13,56,,,,,,,"Woodlane, Falmouth, Cornwall, TR11 4RH, United Kingdom",,,,,
Reporter,Federal University of Kashere,10857,21.5,0,29,,,,,,,"Federal University Kashere, P.M.B. 0182 Gombe, Gombe State, Nigeria",,,,,
Reporter,Federal University of Latin American Integration (UNILA),5547,16.1,32,51,,,,,,,"Avenida Tarquínio Joslin dos Santos, 1000 - Polo Universitário, Foz do Iguaçu, Paraná, 85870-650, Brazil",,,,,
Reporter,Federal University of Paraí­ba (UFPB),38158,13.9,0,0,,,,,,,"Cidade Universitaria, Joao Pessoa, 58051-900, Brazil",,,,,
Reporter,"Federal University of Petroleum Resources, Effurun",6127,40.0,0,17,,,,,,,"pmb 1221, Effurun, Delta State, Nigeria",,,,,
Reporter,"Federal University of Technology, Minna",25114,25.7,0,23,,,,,,,"Minna, Niger State, Nigeria",,,,,
Reporter,"Federal University of Technology, Owerri",25099,19.2,0,30,,,,,,,"PMB 1526, Owerri, Imo State, Nigeria",,,,,
Reporter,Fergana Medical Institute of Public Health,1804,15.8,2,49,,,,,,,"2A Yangi Turon Street, Fergana, Fergana Province, 150100, Uzbekistan",,,,,
Reporter,Fergana Polytechnic Institute,15621,25.1,0,20,,,,,,,"Farg'ona ko'chasi 86-uy, Farg'ona shahar, Fergana Region, 150107, Uzbekistan",,,,,
Reporter,Fergana State University,18359,20.0,1,62,,,,,,,"19 Mourabbiilar St., Fergana, Fergana Region, Uzbekistan",,,,,
Reporter,Finis Terrae University,10313,8.4,2,60,,,,,,,"Avda. Pedro de Valdivia 1509, Providencia, Santiago, 7501015, Chile",,,,,
Reporter,Forman Christian College,5340,18.3,0,46,,,,,,,"Ferozepur Road, Lahore, Punjab, 54600, Pakistan",,,,,
Reporter,Fountain University,1376,10.7,0,59,,,,,,,"Oke-Osun, Osogbo, Osun State, 4491, Nigeria",,,,,
Reporter,University of Franca,47750,107.3,0,57,,,,,,,"Av. Dr. Armando Salles Oliveira, 201, Pq. Universitario, Franca, Sao Paul, Brazil",,,,,
Reporter,,6304,11.2,11,51,,,,,,,,,,,,
Reporter,Fukushima University,3298,8.3,2,,,,,,,,"1 Kanayagawa, Fukushima City, Fukushima, 960-1296, Japan",,,,,
Reporter,Future University in Egypt,8471,9.9,11,43,,,,,,,"End of 90th St., Fifth Settlement, Cairo, Egypt",,,,,
Reporter,University of Gafsa,7808,15.4,0,10,,,,,,,"University of Gafsa, Route de Tozeur, Gafsa, 2112, Tunisia",,,,,
Reporter,Gangadhar Meher University,6239,63.0,0,53,,,,,,,"Amruta Vihar, Sambalpur, Odisha, 768004, India",,,,,
Reporter,University of Garmian,4248,9.9,0,69,,,,,,,"Kalar-Sulaimani Main road, Berdesour, Kalar, Iraq",,,,,
Reporter,General Sir John Kotelawala Defence University,5405,16.7,2,51,,,,,,,"Kandawala Road, Rathmalana, Western Province, 10390, Sri Lanka",,,,,
Reporter,University of Ghardaia,15228,29.5,0,48,,,,,,,"Scientific Zone, PO Box 455, Ghardaia, 47000, Algeria",,,,,
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,2075,18.7,0,12,,,,,,,"Tarbela Road, District Swabi, Topi, Khyber Pakhtunkhwa, Pakistan",,,,,
Reporter,Glasgow School of Art,2260,15.6,41,67,,,,,,,"167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom",,,,,
Reporter,,3496,8.3,24,70,,,,,,,,,,,,
Reporter,The Government Sadiq College Women University Bahawalpur,6055,68.8,0,10,,,,,,,"Girls College Road, Bahawalpur, Punjab Province, 63100, Pakistan",,,,,
Reporter,Government College Women University Faisalabad,14123,56.3,0,10,,,,,,,"Madina Town, Faisalabad, Punjab Province, Pakistan",,,,,
Reporter,"Government College Women University, Sialkot",7275,36.0,0,10,,,,,,,"Kutchehry Road, Sialkot, Punjab Province, Pakistan",,,,,
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",543,0.5,29,29,,,,,,,"Shonan Village, Hayama, Kanagawa, 240-0193, Japan",,,,,
Reporter,Guildhall School of Music and Drama,995,5.0,35,48,,,,,,,"Silk Street, Barbican, London, EC2Y 8DT, United Kingdom",,,,,
Reporter,Gulf College,3288,26.1,3,41,,,,,,,"P.O.Box: 885 AlKhuwair, Al Mabaila, Muscat, 133, Oman",,,,,
Reporter,Gulf Medical University,1992,12.7,90,72,,,,,,,"P.O. Box 4184, Ajman, 4184, United Arab Emirates",,,,,
Reporter,Gulistan State University,10382,27.8,0,59,,,,,,,"Gagarin Street, Guliston, Sirdaryo Region, Uzbekistan",,,,,
Reporter,University of Hafr Al Batin,17468,20.2,3,62,,,,,,,"Al Jamiah, Hafar al-Batin, Hafar al-Batin Governorate, 39524, Saudi Arabia",,,,,
Reporter,Hagoromo University of International Studies,1185,23.7,17,54,,,,,,,"1-89-1 Hamadera-minamimachi, Sakai-shi, Osaka, 592-8344, Japan",,,,,
Reporter,Hakuoh University,5173,44.2,1,44,,,,,,,"2-2-2 Ekihigashi-dori, Oyama-City, Tochigi, 323-8586, Japan",,,,,
Reporter,Haliç University,10339,24.2,19,59,,,,,,,"5. Levent Mahallesi 15 Temmuz Şehitler Caddesi, No: 14/12 34060, Eyüpsultan, Istanbul, Turkey",,,,,
Reporter,Häme University of Applied Sciences,7461,34.2,7,53,,,,,,,"Visamaentie 35, Hameenlinna, Tavastia Proper Region, PL 230 131, Finland",,,,,
Reporter,Hanseo University,7041,25.0,6,38,,,,,,,"46 Hanseo 1-ro, Haemi-Myun, Seosan-Si, Chungcheongnam-do, 31962, South Korea",,,,,
Reporter,Harper Adams University,2155,13.1,10,60,,,,,,,"Newport, Newport, Shropshire, TF10 8NB, United Kingdom",,,,,
Reporter,Hartpury University,1975,18.0,11,69,,,,,,,"Hartpury House, Gloucester, Gloucestershire, GL19 3BE, United Kingdom",,,,,
Reporter,Hawler Medical University,4500,7.5,1,62,,,,,,,"Peshawa Qazi Street, P.O. Box 178, Erbil, Kurdistan Region, Iraq",,,,,
Reporter,University of Health Sciences Lahore,1089,6.4,1,66,,,,,,,"Khayaban-e-Jamia Punjab, Lahore, 54600, Pakistan",,,,,
Reporter,"University of Health Sciences, Turkey",21163,7.5,8,69,,,,,,,"Selimiye Mah, Tıbbiye Cad. No: 38, Uskudar, Istanbul, 34668, Turkey",,,,,
Reporter,School of Higher Commercial Studies (EHEC Algiers),1583,13.2,0,67,,,,,,,"Kolea, Algiers, Tipaza Province, Algeria",,,,,
Reporter,"Higher National School of Renewable Energies, Environment and Sustainable Development",453,26.6,0,10,,,,,,,"Constantine road, Fesdis, Batna, Algeria",,,,,
Reporter,Higher School of Management and Digital Economy (HSMDE),1002,16.4,0,66,,,,,,,"Pole universitaire, Kolea, Tipaza Province, 42003, Algeria",,,,,
Reporter,Higher School of Agronomy – Mostaganem (ESAM),666,14.2,0,65,,,,,,,"Hall de Technologie, Kherrouba, Mostaganem, 27000, Algeria",,,,,
Reporter,Higher School of Management – Tlemcen,801,12.0,0,82,,,,,,,"01 Rue Barka Ahmed Bouhannak, Tlemcen, 13000, Algeria",,,,,
Reporter,University of the Highlands and Islands,7645,139.0,12,61,,,,,,,"12b Ness Walk, London, Highland, IV3 5SQ, United Kingdom",,,,,
Reporter,Hilla University College,4829,17.6,0,53,,,,,,,"Hillah Najaf Road (Ranjia), Babylon Governorate, 51001, Iraq",,,,,
Reporter,Hiroshima International University,4017,15.1,1,47,,,,,,,"555-36, Kurosegakuendai, Higashihiroshima City, Hiroshima, 739-2695, Japan",,,,,
Reporter,Hiroshima Shudo University,6253,22.2,1,37,,,,,,,"1-1-1 Ozuka-higashi, Asaminami-ku, Hiroshima, 731-3195, Japan",,,,,
Reporter,Hiroshima Institute of Technology,4645,25.9,0,10,,,,,,,"2-1-1 Miyake, Saeki-ku, Hiroshima, 731-5193, Japan",,,,,
Reporter,Hitotsubashi University,5998,16.0,13,33,,,,,,,"2-1 Naka, Kunitachi, Tokyo, 186-8601, Japan",,,,,
Reporter,Ho Chi Minh City Open University,27092,54.0,0,62,,,,,,,"97 Vo Van Tan Street, Vo Thi Sau Ward, District 3, Ho Chi Minh City, Ho Chi Minh, Vietnam",,,,,
Reporter,Hodeida University,17579,22.0,0,27,,,,,,,"P.O. Box: 3114, Al Hudaydah, Al Hudaydah Governorate, Yemen",,,,,
Reporter,Hokkaido University of Science,4630,20.1,0,33,,,,,,,"15-4-1 Maeda, Teine, Sapporo, Hokkaido, 006-8585, Japan",,,,,
Reporter,University of Home Economics Lahore,1143,15.0,0,10,,,,,,,"Dr. Mateen Fatima Road Block H., Gulberg 2, Lahore, Punjab, 54000, Pakistan",,,,,
Reporter,Ho Technical University,4601,17.8,0,34,,,,,,,"Poly Road, Ho, Volta Region, Ghana",,,,,
Reporter,Hryhorii Skovoroda University in Pereiaslav,4705,13.6,0,55,,,,,,,"30 Sukhomlynskу Street, Pereiaslav, Kyiv Oblast, Ukraine",,,,,
Reporter,University of Human Development,2550,20.1,3,48,,,,,,,"3575 Fake Buena Vista Avenue, Kurdistan, 00964, Iraq",,,,,
Reporter,Humboldt State University,5285,14.8,1,60,,,,,,,"1 Harpst Street, Arcata, California, 95521, United States",,,,,
Reporter,Hyogo University of Teacher Education,1353,10.2,2,59,,,,,,,"942-1 Shimokume Kato-city, Hyogo, 673-1494, Japan",,,,,
Reporter,Ibn Khaldoun University,30653,29.6,0,64,,,,,,,"BP P 78, zaaroura, Tiaret, 14000, Algeria",,,,,
Reporter,"ICFAI University, Dehradun",2385,25.9,0,56,,,,,,,"Rajawala Road, Central Hope Town, Selaqui, Dehradun, 248197, India",,,,,
Reporter,IFHE Hyderabad,7066,19.1,0,41,,,,,,,"Donthanapally Shankarapalli Road, Hyderabad, Telangana, 501203, India",,,,,
Reporter,Ilma University,4420,21.1,0,21,,,,,,,"Main Ibrahim Haydri Road, Korangi Creek, Karachi, Sindh Province, Pakistan",,,,,
Reporter,Imam Al-Kadhum College (IKC),9197,44.2,0,42,,,,,,,"Hayy Ur, Baghdad, Baghdad Province, Iraq",,,,,
Reporter,IMT Mines Alès,1324,11.9,13,31,,,,,,,"6 avenue de Clavieres, Ales, Occitania, 30319, France",,,,,
Reporter,"Independent University, Bangladesh",10686,31.6,0,40,,,,,,,"Plot 16 Block B Aftabuddin Ahmed Road, Bashundhara R/A, Dhaka, Bangladesh",,,,,
Reporter,Indira Gandhi Delhi Technical University for Women,2639,34.7,0,10,,,,,,,"Madrasa Road, Kashmere Gate, Opposite St. James Church, Delhi, 110006, India",,,,,
Reporter,Information Technology University of the Punjab,1220,14.4,0,22,,,,,,,"346-B, Ferozepur Road, Arfa Software Technology Park, Lahore, Punjab Province, Pakistan",,,,,
Reporter,,893,17.1,33,18,,,,,,,,,,,,
Reporter,Institute of Cancer Research,210,2.8,36,65,,,,,,,"123 Old Brompton Road, Fulham, London, SW7 3RP, United Kingdom",,,,,
Reporter,Universidad Internacional del Ecuador,7895,25.8,2,45,,,,,,,"Av. Simon Bolivar, y Av. Jorge Fernandez, Quito, Pichincha Province, 170411, Ecuador",,,,,
Reporter,International American University,502,14.8,96,55,,,,,,,"3440 Wilshire Blvd., Suite #1000, Los Angeles, California, CA 90010, United States",,,,,
Reporter,International Christian University,2823,12.1,13,,,,,,,,"3-10-2 Osawa, Mitaka-shi, Tokyo, 181-8585, Japan",,,,,
Reporter,International Engineering and Technology University (METU),3040,32.7,1,36,,,,,,,"Pr. Al-Farabi 89/21, (pr. Al-Farabi 93Г/5), Almaty, 050060, Kazakhstan",,,,,
