rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
501,Jinan University,37555,15.0,30,60,45.3,25.9,22.8,73.5,43.6,63.1,"No. 601, Huangpu Avenue West, Tianhe District, Guangzhou City, Guangdong Province, 510632, China",,,,,
501,Keele University,9610,15.8,15,60,45.3,21.5,24.6,73.3,66.1,81.3,"Keele University, Keele, Newcastle, Staffordshire, ST5 5BG, United Kingdom",,,,,
501,King Khalid University,32078,8.3,16,61,45.3,29.8,20.1,70.3,48.6,91.0,"Guraiger, Abha, Asir Region, 62529, Saudi Arabia",,,,,
501,University of Klagenfurt,3479,10.0,31,67,45.3,31.2,19.4,72.4,48.1,87.6,"Universitat 65-67, Klagenfurt am Worthersee, Carinthia, 9020, Austria",,,,,
501,University of KwaZulu-Natal,33039,27.6,2,60,45.3,31.5,34.8,63.7,39.7,55.9,"University Road, Private Bag X 54001, Westville, Durban, 4000, South Africa",,,,,
501,Kyungpook National University,18432,20.1,14,45,45.3,33.2,38.1,51.5,96.2,50.2,"80 Daehakro, Bukgu, Daegu, 41566, South Korea",,,,,
501,Lebanese American University,7100,10.1,17,52,45.3,26.7,13.2,76.4,32.8,84.2,"Kraytem Road, Chouran, Beirut, Beirut Governorate, 1102 2801, Lebanon",,,,,
501,Leuphana University of Lüneburg,7773,22.5,7,62,45.3,25.5,22.9,85.3,25.8,59.8,"Universitatsallee 1, Luneburg, Lower Saxony, 21335, Germany",,,,,
501,University of Lincoln,15020,16.1,13,55,45.3,19.9,18.7,82.2,24.7,80.2,"Brayford Pool, Lincoln, Lincolnshire, LN6 7TS, United Kingdom",,,,,
501,Liverpool John Moores University,23200,18.1,16,54,45.3,21.6,19.3,77.7,35.4,83.0,"Ground Floor Exchange Station, Tithebarn Street, Merseyside, Liverpool, L2 2QP, United Kingdom",,,,,
501,Mahatma Gandhi University,2045,20.5,2,60,45.3,38.8,38.1,62.3,23.2,28.1,"Priyadharshini Hills, Kottayam, Kerala, 686560, India",,,,,
501,Manchester Metropolitan University,30985,17.4,19,58,45.3,20.5,18.5,77.4,57.7,80.6,"All Saints Building, All Saints, Manchester, Greater Manchester, M15 6BH, United Kingdom",,,,,
501,Massey University,17883,17.4,27,64,45.3,28.7,28.2,60.5,77.6,87.5,"Tennent Drive, Palmerston North, Manawatu, 4410, New Zealand",,,,,
501,Memorial University of Newfoundland,16318,15.1,23,55,45.3,27.5,24.5,60.9,83.2,85.7,,,,,,
501,University of Messina,13509,21.1,3,63,45.3,30.5,25.3,79.1,59.5,34.1,"Piazza Pugliatti, 1, Messina, 98122, Italy",,,,,
501,Middlesex University,15545,18.3,50,59,45.3,22.8,18.5,80.0,46.8,93.4,"The Burroughs, Barnet, London, NW4 4BT, United Kingdom",,,,,
501,University of Mons,8132,28.1,18,56,45.3,24.8,32.5,63.9,64.0,71.5,"Boulevard Dolez 31, Mons, Hainaut Province, 7000, Belgium",,,,,
501,Nantes Université,36654,24.5,9,56,45.3,29.2,25.2,67.2,64.1,55.0,"1, quai de Tourville, BP 13522, Nantes, 44035, France",,,,,
501,National Cheng Kung University (NCKU),20971,15.9,11,37,45.3,35.4,39.2,47.2,100.0,40.8,"No. 1, Dasyue Rd, Tainan, East District, 701, Taiwan",,,,,
501,National and Kapodistrian University of Athens,67934,34.0,11,59,45.3,22.6,23.9,77.3,89.8,56.6,"30 Panepistimiou Ave, 106 79 Athens, Greece",,,,,
501,National Taiwan Normal University,10878,12.3,12,,45.3,35.0,32.0,51.4,92.7,50.4,"162, Section 1, Heping East Rd, Taichung, Taipei, 106, Taiwan",,,,,
501,National Yunlin University of Science and Technology,9151,21.5,6,43,45.3,20.5,27.3,74.6,69.1,43.2,"123 University Road, Section 3, Douliou, Yunlin, 64002, Taiwan",,,,,
501,Nazarbayev University,5847,13.9,3,52,45.3,25.4,29.5,65.9,40.4,74.3,"53 Kabanbay Batyr Ave, Astana, Z05 H0P9, Kazakhstan",,,,,
501,University of Nebraska Medical Center,3318,2.0,7,71,45.3,36.9,16.4,77.8,66.1,41.3,"42nd and Emile, Omaha, Nebraska, 68198, United States",,,,,
501,University of Nicosia,4754,13.0,54,53,45.3,22.6,21.0,76.1,26.3,91.2,"46 Makedonitissas Avenue, P.O. Box 24005, Nicosia, 1700, Cyprus",,,,,
501,Northumbria University,23815,16.1,22,54,45.3,21.5,22.7,75.8,40.4,90.0,"Ellison Place, Newcastle upon Tyne, Tyne and Wear, NE1 8ST, United Kingdom",,,,,
501,Nottingham Trent University,32545,15.4,21,55,45.3,20.7,14.3,84.6,37.3,88.5,"50 Shakespeare Street, Nottingham, Nottinghamshire, NG1 4FQ, United Kingdom",,,,,
501,NOVA University of Lisbon,22140,17.8,20,51,45.3,29.5,33.7,61.5,71.5,62.0,"Campus de Campolide, Lisboa, Lisbon District, 1099-085, Portugal",,,,,
501,Polytechnic University of Bari,10460,43.0,1,29,45.3,23.0,27.6,76.9,59.9,42.5,"Via Giovanni Amendola, 126/B, Bari, 70126, Italy",,,,,
501,University of Pretoria,37315,22.1,6,59,45.3,31.2,34.3,56.7,69.9,61.4,"Lynnwood Rd, Hatfield, Pretoria, Gauteng Province, 0002, South Africa",,,,,
501,Pusan National University,17195,16.9,10,55,45.3,39.2,39.1,45.1,86.6,37.8,"2, Busandaehak-ro 63beon-gil, Geumjeong-gu, Busan, 46241, South Korea",,,,,
501,Universiti Putra Malaysia,19001,11.3,27,65,45.3,36.0,30.5,51.2,64.9,80.7,"Serdang, Selangor, 43400, Malaysia",,,,,
501,Rovira i Virgili University,13656,13.3,13,60,45.3,27.4,24.3,68.1,49.7,58.9,"Carrer de l`Escorxador s/n, Tarragona, 43003, Spain",,,,,
501,Rush University,2848,2.1,1,76,45.3,41.3,14.2,78.0,56.0,28.9,"600 South Paulina Street, Suite 440, Chicago, Illinois, 60612, United States",,,,,
501,University of Salerno,26142,26.5,2,55,45.3,21.9,24.4,79.2,52.4,37.4,"Via Giovanni Paolo II, 132, Fisciano Salerno, 84084, Italy",,,,,
501,Sciences Po,12445,42.6,32,63,45.3,32.4,25.6,60.1,17.2,84.6,"27, rue Saint Guillaume, Paris, 75337, France",,,,,
501,Shanghai University,38015,13.0,6,51,45.3,31.8,38.0,62.7,71.3,42.9,"99 Shangda Road, BaoShaun District, Shanghai, 200444, China",,,,,
501,Shiraz University of Technology,1372,12.9,0,39,45.3,37.0,22.8,77.7,32.6,33.7,"Modarres Boulevard, Shiraz, Fars, 7155713876, Iran",,,,,
501,Shoolini University of Biotechnology and Management Sciences,3251,15.3,1,47,45.3,27.6,17.9,85.2,17.7,70.0,"Solan-Oachghat-Kumarhatti, Highway, Bajhol, Himachal Pradesh, 173229, India",,,,,
501,University of Siena,13115,18.1,10,63,45.3,25.0,25.6,75.9,74.9,48.7,"via Banchi di Sotto 55, Siena, 53100, Italy",,,,,
501,"Soochow University, China",47295,15.8,3,52,45.3,27.7,24.3,79.8,75.6,30.6,"No 1 Shizi Street, Gusu District, Suzhou City, Jiangsu Province, China",,,,,
501,Southern Cross University,10381,48.7,23,66,45.3,23.5,27.7,65.4,52.8,73.7,,,,,,
501,University of the Sunshine Coast,11542,29.8,13,69,45.3,20.9,27.7,70.2,37.3,69.1,,,,,,
501,University of Tabriz,20177,26.7,4,52,45.3,26.7,23.4,80.1,43.1,40.8,"29 Bahman Blvd, Tabriz, 5166616471, Iran",,,,,
501,Tabriz University of Medical Sciences,8065,9.3,2,54,45.3,43.0,15.1,73.1,29.9,30.2,"Tabriz University Main Street, Central Building, 3F, Tabriz, East Azerbaijan Province, Iran",,,,,
501,Taif University,36059,19.4,3,55,45.3,18.3,17.8,84.1,20.9,75.6,"Airport Road, Al Huwaya, Taif, Saudi Arabia",,,,,
501,The University of Texas at San Antonio,28469,26.4,3,52,45.3,21.0,22.5,79.2,63.6,42.8,"One UTSA Circle, San Antonio, Texas, 78249, United States",,,,,
501,,7930,11.6,37,,45.3,49.2,40.0,31.8,53.8,79.1,,,,,,
501,University of Trieste,17196,26.0,7,57,45.3,31.9,25.1,74.2,52.3,52.0,"Piazzale Europa 1, Trieste, 34127, Italy",,,,,
501,TU Braunschweig,18384,19.6,18,41,45.3,34.5,24.0,61.5,77.0,60.6,"Universitatsplatz 2, PO Box 38092 Braunschweig, Braunschweig, Lower Saxony, 38106, Germany",,,,,
501,The University of Tulsa,4110,10.8,9,49,45.3,36.1,17.2,71.9,52.9,44.6,"800 South Tucker Drive, Tulsa, Oklahoma, 74104, United States",,,,,
501,UiT The Arctic University of Norway,15114,10.6,8,57,45.3,27.7,22.1,68.8,54.0,65.6,"Hansine Hansens Veg 18, Tromso, Norway",,,,,
501,University of Ulsan,12223,10.8,4,48,45.3,29.4,26.6,69.0,86.6,25.2,"93 Daehak-ro, Nam-gu, Ulsan, 680-749, South Korea",,,,,
501,University of Valencia,49165,13.7,9,60,45.3,28.9,25.6,75.7,58.2,49.2,"Avda. Blasco Ibáñez 13, Valencia, 46010, Spain",,,,,
501,Wayne State University,22523,13.0,5,61,45.3,36.4,20.4,70.2,79.3,41.8,"42 W. Warren Ave., Detroit, Michigan, 48202, United States",,,,,
501,University of the West of England,26890,15.9,25,52,45.3,19.5,15.0,82.6,30.2,78.6,"Coldharbour Lane, Bristol, Avon, BS16 1QY, United Kingdom",,,,,
501,University of Windsor,14849,34.1,35,,45.3,28.7,29.8,56.7,60.7,90.8,,,,,,
501,University of Wuppertal,14699,35.4,10,54,45.3,29.8,29.8,67.3,64.6,55.0,"Gaußstraße 20, Wuppertal, 42119, Germany",,,,,
501,Yangzhou University,29221,12.5,13,63,45.3,32.8,24.6,64.9,66.7,54.0,"88 Daxue South Road, Yangzhou City, Jiangsu Province, China",,,,,
601,Abdul Wali Khan University Mardan,11681,22.8,0,26,41.8,18.4,12.6,80.4,21.8,49.0,"Turu Road, Near Sheikh Maltoon Town, Mardan, Khyber Pakhtunkhwa, 23200, Pakistan",,,,,
601,Air University,7806,12.8,0,34,41.8,24.2,12.5,81.5,39.5,48.7,"Service Road E-9, Islamabad, Islamabad Capital Territory, Pakistan",,,,,
601,The University of Aizu,1221,11.5,12,11,41.8,26.6,13.8,58.6,63.7,82.6,"Tsuruga, Ikki-machi, Aizu-Wakamatsu City, Fukushima, 965-8580, Japan",,,,,
601,The University of Alabama,34810,21.6,4,57,41.8,26.0,21.2,64.4,46.6,39.3,"719 University Boulevard, Tuscaloosa, Alabama, 35487, United States",,,,,
601,Alagappa University,5020,15.8,0,62,41.8,34.8,12.8,64.8,23.2,44.4,"Alagappa University, Karaikudi, Tamil Nadu, 630003, India",,,,,
601,Aligarh Muslim University,20428,12.0,1,40,41.8,41.1,14.0,61.6,34.3,38.2,"Aligarh Muslim University, Aligarh, Uttar Pradesh, 202001, India",,,,,
601,Amedeo Avogadro University of Eastern Piedmont,14981,40.8,7,61,41.8,12.7,23.5,71.3,47.1,48.2,"Rettorato, via Duomo, 6, Vercelli, 13100, Italy",,,,,
601,American University,12771,12.0,12,62,41.8,35.2,17.1,57.2,38.5,46.5,"4400 Massachusetts Ave., NW, Washington, D.C., District of Columbia, 20016, United States",,,,,
601,American University of Sharjah,4737,12.5,74,54,41.8,24.5,26.3,57.9,27.9,88.6,"University City, PO Box 26666, Sharjah, United Arab Emirates",,,,,
601,University of Arkansas,25318,18.6,4,55,41.8,27.4,30.5,62.6,67.3,36.2,"Administration Building 425, Fayetteville, Arkansas, 72701, United States",,,,,
601,University of Aveiro,13563,16.3,11,54,41.8,27.1,30.2,57.3,48.1,48.6,"Avenida da Universidade, Aveiro, Aveiro District, 3810-193, Portugal",,,,,
601,Babol University of Medical Sciences,4135,11.7,0,57,41.8,41.7,12.0,70.5,18.0,21.0,"Ganjafrooz Street, Babol, Mazandaran, 47176-4774, Iran",,,,,
601,Banaras Hindu University,12620,8.0,3,43,41.8,47.2,16.4,66.4,26.8,25.0,"Varanasi, Uttar Pradesh, 221005, India",,,,,
601,University of Bari Aldo Moro,30486,20.0,2,62,41.8,19.8,21.8,78.3,57.8,37.5,"Piazza Umberto I, Bari, 70121, Italy",,,,,
601,University of the Basque Country,38301,13.8,5,55,41.8,27.0,23.9,65.8,65.5,46.2,"Barrio Sarriena s/n, Leioa, Bizkaia, 48940, Spain",,,,,
601,Baylor University,20859,19.0,6,61,41.8,39.2,19.7,61.3,54.8,38.6,"1311 South 5th Street, Waco, Texas, 76798, United States",,,,,
601,University of Beira Interior,8248,17.4,18,52,41.8,20.1,22.2,65.4,36.7,52.3,"Convento de Sto. Antonio, Covilha, District of Castelo Branco, 6201-001, Portugal",,,,,
601,Bharathiar University,3887,18.2,0,62,41.8,36.7,32.6,48.0,34.6,31.1,"The Registrar Bharathiar University, Maruthamalai Road, Coimbatore, Tamil Nadu, 641046, India",,,,,
601,Bilkent University,9109,14.8,8,46,41.8,27.8,26.0,48.8,91.4,70.0,"Bilkent, Bilkent, Ankara, 06800, Turkey",,,,,
601,Birmingham City University,24575,17.2,26,63,41.8,17.3,11.8,77.8,23.2,81.9,"University House, 15 Bartholomew Row, Birmingham, West Midlands, B5 5JU, United Kingdom",,,,,
601,Boğaziçi University,12877,23.5,2,45,41.8,26.1,26.6,57.4,59.6,50.6,"Bebek, Istanbul, Marmara, 34342, Turkey",,,,,
601,University of Campania Luigi Vanvitelli,28065,28.9,2,45,41.8,25.6,9.6,79.0,47.7,31.6,"Via Vivaldi 43, Caserta, 81100, Italy",,,,,
601,Cankaya University,6685,24.0,1,44,41.8,14.0,15.4,83.4,17.0,51.0,"Eskisehir Yolu 29. Km Yukar?yurtcu Mahallesi, Mahallesi Mimar Sinan, Ankara, 06790, Turkey",,,,,
601,University of Cape Coast,32167,38.6,0,33,41.8,16.5,23.8,71.0,44.6,46.9,"The Registrar, University of Cape Coast, Cape Coast, Ghana",,,,,
601,Capital Medical University,15347,4.9,5,64,41.8,35.9,20.9,65.8,46.0,26.4,"10 Xitoutiao Youanmen, Fengtai, Beijing, 100069, China",,,,,
601,Capital University of Science and Technology,6237,28.0,0,36,41.8,13.4,16.1,82.0,22.2,46.6,"Islamabad Expressway, Kahuta Road, Zone-V, Islamabad, 45710, Pakistan",,,,,
601,The Catholic University of America,3930,11.2,6,55,41.8,44.4,20.0,45.6,68.7,51.7,"620 Michigan Ave., Washington, District of Columbia, 20064, United States",,,,,
601,The Catholic University of Korea,7389,17.9,7,57,41.8,30.7,38.7,42.9,89.9,36.2,"43 Jibong-ro, Bucheon-si, Gyeonggi-do, 14662, South Korea",,,,,
601,Chang Gung University,7017,12.3,5,49,41.8,26.5,34.6,47.2,95.5,28.5,"No. 259, Wenhua 1st Road, Guishan District, Taoyuan, 33302, Taiwan",,,,,
601,Chulalongkorn University,34552,12.7,3,56,41.8,36.7,32.2,50.2,76.6,44.1,"Phayathai Road, Pathumwan District, Bangkok, 10330, Thailand",,,,,
601,Clark University,3217,12.2,27,59,41.8,26.6,20.8,66.8,54.0,70.5,"950 Main Street, Worcester, Massachusetts, 01610, United States",,,,,
601,COMSATS University Islamabad,34323,16.0,1,42,41.8,17.9,16.6,88.2,30.5,50.0,"Park Road, Tarlai Kalan, Islamabad, 45550, Pakistan",,,,,
601,University of Córdoba,17070,12.9,11,57,41.8,27.0,19.9,62.6,41.9,52.3,"Avenida Medina Azahara, Cordoba, Córdoba, 14071, Spain",,,,,
601,Coventry University,32635,14.9,48,48,41.8,20.9,14.9,69.6,26.8,95.6,"Priory Street, Coventry, West Midlands, CV1 5FB, United Kingdom",,,,,
601,Cyprus University of Technology,3157,15.3,14,57,41.8,29.4,19.1,63.3,21.9,71.2,"Arch. Kyprianou 30, Limassol, 3036, Cyprus",,,,,
601,University of Debrecen,19964,12.0,24,56,41.8,41.2,22.5,40.7,51.1,59.7,"Egyetem ter 1, Debrecen, Hajdu-Bihar County, 4032, Hungary",,,,,
601,De Montfort University,23125,18.5,37,56,41.8,17.8,15.1,71.0,45.0,93.9,"The Gateway, Leicester, Leicestershire, LE1 9BH, United Kingdom",,,,,
601,University of Derby,16170,15.8,18,60,41.8,18.5,12.8,71.8,26.5,75.0,"Kedleston Road, Derby, Derbyshire, DE22 1GB, United Kingdom",,,,,
601,Duy Tan University,23951,24.3,0,57,41.8,12.1,14.2,87.5,17.4,52.5,"254 Nguyen Van Linh, Danang, Danang Province, Vietnam",,,,,
601,East China University of Science and Technology,30974,18.0,2,44,41.8,29.9,25.8,60.2,87.1,23.2,"130 Meilong Road, Xuhui, Shanghai, 200237, China",,,,,
601,Eastern Mediterranean University,13809,25.4,75,44,41.8,26.0,15.2,73.8,35.9,75.5,"Via Mersin 10, Famagusta, 99628, Northern Cyprus",,,,,
601,École Centrale de Lyon,2286,16.4,24,27,41.8,36.0,25.7,32.6,82.5,79.2,"36 avenue Guy de Collongue, Ecully, Lyon, Auvergne-Rhone-Alpes, 69134, France",,,,,
601,École des Mines de Saint-Étienne,1089,9.8,24,27,41.8,44.3,31.4,34.5,77.3,70.6,"158, cours Fauriel, Cedex 2, Saint-Etienne, Saint Remy de Provence, 42023, France",,,,,
601,École Nationale des Travaux Publics de l'État (ENTPE),800,14.8,14,42,41.8,32.1,37.0,31.3,80.8,67.7,"3 rue Maurice Audin, Vaulx-en-Velin Cedex, Lyon, Auvergne Rhone Alpes Region, 69518, France",,,,,
601,Egypt-Japan University of Science and Technology (E-JUST),1751,18.4,3,32,41.8,34.2,27.6,62.4,27.7,51.5,"Neighbouring Second, Department of Burj Al Abrab, Alexandria, 21934, Egypt",,,,,
601,"University of Engineering and Technology, Taxila",5561,19.4,2,17,41.8,16.4,12.8,82.6,17.1,48.5,"UET Taxila, Taxila, Punjab, 47050, Pakistan",,,,,
601,Universidade Estadual Paulista (Unesp),34828,12.8,4,54,41.8,41.5,33.1,38.1,40.5,38.6,"Rua Quirino de Andrade 215, Sao Paulo, 01049-010, Brazil",,,,,
601,Ewha Womans University,13999,16.7,15,10,41.8,37.6,35.3,44.5,82.8,49.6,"52 Ewhayeodae-gil, Seodaemun-gu, Seoul, 561-760, South Korea",,,,,
601,Federal University of Rio de Janeiro,52534,13.5,1,55,41.8,41.8,36.0,36.7,81.0,35.9,"Rua Antônio Barros de Castro 119 Cidade Universitária, Rio de Janeiro/RJ, CEP, 21941-853, Brazil",,,,,
601,Universidade Federal do Rio Grande do Sul,45760,16.5,1,51,41.8,36.4,22.5,54.1,52.9,34.1,"Av. Paulo Gama, 110, Bairro Farroupilha, Porto Alegre, Rio Grande do Sul, 90040-060, Brazil",,,,,
601,Federation University Australia,9166,16.8,38,70,41.8,20.9,17.2,71.3,41.7,85.8,,,,,,
601,University of Foggia,7845,33.2,1,63,41.8,24.3,24.7,65.5,30.6,30.3,"Via A.Gramsci 89/91, Foggia, 71122, Italy",,,,,
601,Gabriele d‘Annunzio University,23336,31.7,2,65,41.8,16.3,18.3,71.7,59.9,40.6,"Via dei Vestini, 31, Chieti, Abruzzo, 66100, Italy",,,,,
601,Glasgow Caledonian University,14840,24.1,18,58,41.8,20.7,13.9,66.7,46.1,75.6,"70 Cowcaddens Road, Glasgow, Scotland, G4 0BA, United Kingdom",,,,,
601,Government College University Faisalabad,21518,26.5,0,53,41.8,20.8,15.0,83.4,32.7,48.2,"Allama Iqbal Road, Faisalabad, Punjab Province, Pakistan",,,,,
601,Guangdong University of Technology,48569,19.0,0,27,41.8,17.2,19.3,79.6,63.5,28.4,"No. 100 Waihuan Xi Road, Panyu District, Guangzhou, Guangdong, 510006, China",,,,,
601,Hacettepe University,37249,19.9,3,58,41.8,32.5,26.8,50.4,73.5,27.5,"The Rector's Office, Beytepe, Ankara, 06800, Turkey",,,,,
601,University of Haifa,17353,18.4,3,66,41.8,23.9,30.1,68.4,64.5,34.5,"199 Aba Khoushy Avenue, Mount Carmel, Mount Carmel, Haifa, 3498838, Israel",,,,,
601,University of Hai'l,19400,11.2,3,61,41.8,22.1,10.5,72.3,23.5,76.8,"P.O. Box 2440, Hail, Hail Region, Saudi Arabia",,,,,
601,Harokopio University of Athens,3053,44.9,3,52,41.8,25.1,27.4,72.9,37.4,41.1,"70, El. Venizelou, Kallithea 17671, Athens, Greece",,,,,
601,University of Hertfordshire,20480,16.3,40,52,41.8,18.6,13.4,67.2,33.9,91.6,"College Lane, Hatfield, Hertfordshire, AL10 9AB, United Kingdom",,,,,
601,Hiroshima University,14590,7.6,10,38,41.8,39.6,26.4,44.7,68.5,51.5,"1-3-2 Kagamiyama, Higashi Hiroshima City, Hiroshima, 739-8511, Japan",,,,,
601,Imam Abdulrahman Bin Faisal University,23781,11.3,4,84,41.8,27.7,13.9,70.6,20.8,75.3,"King Faisal Road, Dammam, Eastern Province, 34325, Saudi Arabia",,,,,
601,Imam Khomeini International University,8156,25.8,5,54,41.8,30.6,19.6,72.4,26.7,26.9,"Imam Khomeini International Un, Qazvin, Qazvin Province, 34149-1681, Iran",,,,,
601,Indian Institute of Technology Guwahati,8157,18.0,1,24,41.8,35.5,24.1,52.0,49.5,28.6,"Doul Govinda Road, Amingaon, Guwahati, Assam, 781039, India",,,,,
601,Indian Institute of Technology (Indian School of Mines) Dhanbad,6174,16.7,0,18,41.8,37.6,24.1,59.7,30.0,18.4,"Indian School of Mines Road, Shop no. 4, Kalyanpur, Jharkhand, 826004, India",,,,,
601,Indian Institute of Technology Patna,2375,18.8,1,18,41.8,33.2,24.1,70.6,19.8,22.3,"Bihta, Patna, Bihar, 801103, India",,,,,
601,University of Insubria,10244,27.5,5,56,41.8,19.7,22.7,80.4,43.2,42.4,"Via Ravasi, 2, Varese, Lombardia, 21100, Italy",,,,,
601,"International Institute of Information Technology, Hyderabad",1905,18.3,7,21,41.8,26.0,21.4,71.7,49.6,39.5,"Gachibowl, Hyderabad, Telangana, 500 032, India",,,,,
601,Iran University of Medical Sciences,9084,8.3,10,55,41.8,48.2,16.4,54.5,39.1,38.3,"Hemmat Highway, Tehran, 1449614535, Iran",,,,,
601,ISCTE-University Institute of Lisbon,10353,26.7,17,52,41.8,26.4,35.7,56.3,55.2,53.0,"Avenida das Forcas Armadas, Lisbon, 1649026, Portugal",,,,,
601,Isfahan University of Technology,10529,22.7,1,40,41.8,21.5,26.5,62.0,75.2,33.0,"Isfahan University of Tech., Highway, Esteghlal square, Khomeyni Shahr, Isfahan, Iran",,,,,
601,,10902,14.6,18,34,41.8,34.0,34.9,40.0,69.0,67.1,,,,,,
601,Jagiellonian University,34309,8.8,11,67,41.8,38.4,29.0,55.7,46.7,43.4,"ul. Golebia 24, Krakow, Lesser Poland Voivodeship, 31-007, Poland",,,,,
601,Jamia Hamdard University,9831,18.5,3,41,41.8,21.1,15.0,74.8,40.4,41.9,"Jamia Hamdard, Hamdard Nagar, New Delhi, 110062, India",,,,,
601,Jawaharlal Nehru University,9737,16.1,1,45,41.8,41.9,24.3,51.8,33.9,23.7,"New Mehrauli Road, New Delhi, 110067, India",,,,,
601,Jiangsu University,35258,9.4,6,43,41.8,25.6,14.1,77.5,51.1,55.1,"301 Xuefu Road, Zhenjiang, Jiangsu, 212013, China",,,,,
601,Jönköping University,6910,13.0,13,60,41.8,20.1,19.2,78.3,28.2,65.7,"Gjuterigatan 5, PO Box 1026, Jonkoping, Smaland, 55111, Sweden",,,,,
601,The University of Jordan,25631,10.3,20,69,41.8,27.8,13.4,62.7,30.8,67.1,"Queen Rania Al Abdullah Street, Amman, Amman Governorate, 11942, Jordan",,,,,
601,Jouf University,19006,9.6,3,64,41.8,30.5,18.3,58.3,21.3,76.7,"Sakara Al Jouf PO Box 2014, Sakara, Al Jouf, Al-Jouf Province, Saudi Arabia",,,,,
601,Juntendo University,6579,5.0,3,54,41.8,37.6,17.1,59.3,81.4,25.3,"2-1-1 Hongo, Bunkyo-ku, Tokyo, 113-8421, Japan",,,,,
601,University of Kaiserslautern,6912,22.0,19,34,41.8,38.7,28.7,44.4,83.0,56.7,"Gottlieb-Daimler-Strasse, Kaiserslautern, 67663, Germany",,,,,
601,Kansas State University,19332,13.8,6,53,41.8,32.9,20.9,57.4,66.9,57.5,"919 MidCampus Drive North, Manhattan, Kansas, 66506, United States",,,,,
601,University of Kashan,8654,28.4,2,55,41.8,27.1,19.9,74.7,21.9,24.8,"6 Km Ghotbravandi Blvd, Kashan, Isfahan Province, Iran",,,,,
601,Kashan University of Medical Sciences and Health Services,3265,20.5,3,58,41.8,32.9,15.0,75.6,17.4,25.3,"15th Khordad Square, Abazar Street, Kashan, 87137.8114, Iran",,,,,
601,Keio University,33577,10.2,8,36,41.8,36.9,27.0,49.2,73.3,38.4,"2-15-45 Mita, Minato-ku, Tokyo, 108-8345, Japan",,,,,
601,KIIT University,24802,12.3,10,49,41.8,38.5,15.8,61.5,52.0,39.4,"Patia, Bhubaneswar, Odisha, 751024, India",,,,,
601,King Saud bin Abdulaziz University for Health Sciences,8594,13.0,1,51,41.8,40.8,21.7,43.6,36.1,64.4,"Al Hars Al Watani, Ar Rimayah, Riyadh, Riyadh Province, 14611, Saudi Arabia",,,,,
601,Kobe University,15333,10.2,7,35,41.8,39.5,27.2,48.1,75.4,39.0,"1-1 Rokkodai-cho, Nada-ku, Kobe, Hyogo, 657-8501, Japan",,,,,
601,Konkuk University,12805,25.2,15,48,41.8,32.2,37.6,49.1,73.7,45.0,"120 Neungdongro, Gwangjingu, Seoul, 05029, South Korea",,,,,
601,Kurdistan University of Medical Sciences,3229,10.7,2,48,41.8,40.8,11.2,67.6,18.8,27.9,"Pasdaran Blvd, Sanandaj, Kurdistan, Iran",,,,,
601,Lehigh University,6518,11.2,17,46,41.8,33.0,22.5,57.6,63.6,73.8,"27 Memorial Drive West, Bethlehem, Pennsylvania, 18015, United States",,,,,
601,University of Lille,79372,31.5,13,61,41.8,32.5,23.2,58.6,67.2,68.0,"42, rue Paul Duez, Lille, Hauts de France, 59000, France",,,,,
601,London South Bank University,14510,17.5,37,56,41.8,18.6,12.4,65.9,52.4,92.3,"103 Borough Road, London, SE1 0AA, United Kingdom",,,,,
